Ticker,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Return_Outlier
2025-03-27,223.8500061035156,223.8500061035156,224.9900054931641,220.55999755859372,221.38999938964844,37094800.0,,False
2025-03-28,217.8999938964844,217.8999938964844,223.80999755859372,217.67999267578125,221.6699981689453,39818600.0,-0.026580353115021604,False
2025-03-31,222.1300048828125,222.1300048828125,225.6199951171875,216.22999572753903,217.00999450683597,65259800.0,0.019412625538381745,False
