date,sentiment,article_count
2025-03-27,0.0625,1
2025-03-28,0.3,1
2025-03-29,0.7999999999999999,1
2025-03-30,0.0,1
2025-03-31,0.0,1
2025-04-01,0.12361206820390494,98
