Ticker,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Return_Outlier,SMA_2,SMA_2_Ratio,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Middle,BB_StdDev,BB_Upper,BB_Lower,BB_Width,Momentum_5,Momentum_10,Momentum_21,Volatility_5,Volatility_21,Volume_SMA_5,Volume_Ratio,Price_Volume_Ratio,sentiment,article_count,sentiment_change_1d,sentiment_change_3d,sentiment_SMA_3,sentiment_SMA_7,sentiment_volatility,sentiment_category,sentiment_negative,sentiment_neutral,sentiment_positive,article_count_normalized,article_count_change,article_count_SMA_3,price_sentiment,return_sentiment,volatility_sentiment,rsi_sentiment,macd_sentiment,target_next_day_return,target_next_day_direction,target_3day_return,target_5day_return,target_3day_direction,target_5day_direction
2025-03-27,223.8500061035156,223.8500061035156,224.9900054931641,220.5599975585937,221.38999938964844,37094800.0,,False,,,223.8500061035156,223.8500061035156,0.0,0.0,0.0,,,,,,,,,,,,,,6.034538698241144e-06,0.0625,1,,,,,,neutral,0,1,0,0.058252427184466014,,,13.990625381469725,,,,0.0,-0.0265803531150216,0,,,0,0
2025-03-28,217.8999938964844,217.8999938964844,223.8099975585937,217.67999267578125,221.6699981689453,39818600.0,-0.0265803531150216,False,220.875,0.9865308156037778,222.9346196101262,223.40926445855033,-0.4746448484241341,-0.09492896968482684,-0.3797158787393073,,,,,,,,,,,,,,5.472316804118788e-06,0.3,1,0.2375,,,,,positive,0,0,1,0.058252427184466014,0.0,,65.36999816894532,-0.00797410593450648,,,-0.14239345452724023,0.0194126255383817,1,,,0,0
2025-03-31,222.1300048828125,222.1300048828125,225.6199951171875,216.22999572753903,217.009994506836,65259800.0,0.0194126255383817,False,220.01499938964844,1.0096130059270112,222.810832729001,223.31450448997714,-0.5036717609761467,-0.17667752794309083,-0.3269942330330559,,,,,,,,,,,,,,3.4037800435001717e-06,0.0,1,0.0,-0.3,0.26666666666666666,,0.34045006976060377,neutral,0,1,0,0.058252427184466014,0.0,1.0,0.0,0.0,,,-0.0,,0,,,0,0
